"gene","title","rho","SD","AVG","Young_1","Young_2","Young_3","Young_4","Old_1","Old_2","Old_3"
"Gm9776",NA,-0.461,0.654,0.891,1.534,1.102,1.526,0.464,0,0.205,1.402
"Gm9803",NA,-0.338,0.505,4.451,4.58,4.675,4.999,3.986,4.592,4.781,3.548
"Gm9844",NA,-0.867,0.584,2.919,3.407,3.007,3.299,3.688,2.479,2.427,2.128
"Gm9920",NA,0.162,0.338,2.849,2.591,3.431,2.498,2.522,3.029,2.968,2.903
"Gm9958",NA,0.088,0.601,1.577,1.138,1.354,2.79,1.114,1.267,1.928,1.444
"Gmcl1","germ cell-less 1, spermatogenesis associated",-0.023,0.316,3.542,3.211,3.668,3.934,3.475,3.173,3.938,3.396
"Gmds","GDP-mannose 4,6-dehydratase",0.053,0.451,4.511,4.494,4.892,4.839,3.636,4.264,4.884,4.567
"Gmeb1","glucocorticoid modulatory element binding protein ",0.443,0.333,3.672,3.531,3.974,3.146,3.361,4.001,3.926,3.767
"Gmeb2","glucocorticoid modulatory element binding protein ",0.594,0.369,4.248,4.484,3.531,4.053,4.207,4.608,4.516,4.339
"Gmfb","glia maturation factor beta",-0.509,0.408,6.83,6.835,7.096,7.461,6.604,6.621,7.001,6.191
"Gmfg","glia maturation factor gamma",-0.599,0.531,1.839,2.084,2.189,2.669,1.437,1.947,1.203,1.344
"Gmip","GEM interacting protein",0.933,0.609,2.573,2.046,1.674,2.476,2.358,3.317,3.2,2.943
"Gmnn","geminin DNA replication inhibitor",-0.63,0.55,4.438,4.706,4.841,5.185,4.056,4.455,4.313,3.51
"Gmppa","GDP-mannose pyrophosphorylase A",0.582,0.479,4.368,4.633,4.054,4.022,3.636,4.975,4.785,4.47
"Gmppb","GDP-mannose pyrophosphorylase B",-0.565,0.366,4.97,5.399,5.357,5.11,4.481,4.981,4.948,4.511
"Gmpr","guanosine monophosphate reductase",0.446,0.413,5.173,5.146,4.906,5.63,4.403,5.457,5.433,5.234
"Gmpr2","guanosine monophosphate reductase 2",-0.726,0.451,5.807,6.165,6.297,6.247,5.454,5.536,5.825,5.127
"Gmps","guanine monophosphate synthase",0.042,0.393,5.97,5.803,6.334,6.355,5.24,6.228,5.989,5.838
"Gna11","G protein subunit alpha 11",0.809,0.23,6.912,6.593,6.858,6.946,6.652,7.239,7.047,7.051
"Gna12","G protein subunit alpha 12",0.61,0.285,4.997,4.828,4.682,5.042,4.978,4.725,5.45,5.276
"Gna13","G protein subunit alpha 13",0.108,0.243,5.973,5.929,6.262,5.704,5.765,6.011,6.329,5.815
"Gna15","G protein subunit alpha 15",-0.078,0.647,1.837,1.199,2.541,2.748,1.036,2.045,1.742,1.548
"Gnai1","G protein subunit alpha i1",-0.052,0.487,2.143,1.908,2.152,3.088,1.633,1.895,2.44,1.885
"Gnai2","G protein subunit alpha i2",0.828,0.469,8.196,8.207,7.613,7.661,7.954,8.728,8.695,8.516
"Gnai3","G protein subunit alpha i3",-0.337,0.253,8.202,7.982,8.476,8.553,8.096,8.085,8.333,7.892
"Gnal","G protein subunit alpha L",0.263,0.559,0.819,0.879,0,0.665,1.474,0.235,1.406,1.075
"Gnaq","G protein subunit alpha q",-0.577,0.388,5.481,5.251,6.243,5.649,5.419,5.431,5.361,5.011
"Gnas","GNAS complex locus",0.833,0.598,7.629,7.289,7.448,7.329,6.723,8.278,7.961,8.374
"Gnat1","G protein subunit alpha transducin 1",-0.343,0.367,0.811,0.689,0.634,1.087,1.479,0.525,0.414,0.85
"Gnat3","G protein subunit alpha transducin 3",-0.785,0.672,2.222,3.079,2.893,2.798,1.633,1.947,1.562,1.64
"Gnaz","G protein subunit alpha z",0.499,0.419,1.268,1.024,0.981,0.749,1.575,1.77,1.754,1.021
"Gnb1","G protein subunit beta 1",-0.092,0.103,9.4,9.328,9.414,9.53,9.363,9.532,9.384,9.249
"Gnb1l","G protein subunit beta 1 like",0.905,0.361,7.83,7.252,7.553,7.715,7.817,8.104,8.311,8.058
"Gnb2","G protein subunit beta 2",0.744,0.328,6.453,6.263,6.26,6.239,6.166,6.997,6.838,6.408
"Gnb4","G protein subunit beta 4",-0.4,0.344,7.408,7.473,7.694,7.951,6.926,7.375,7.334,7.105
"Gng10","G protein subunit gamma 10",-0.844,0.75,6.736,7.384,7.218,7.405,6.892,6.257,6.684,5.314
"Gng11","G protein subunit gamma 11",-0.643,0.314,11.318,11.638,11.216,11.305,11.764,11.165,11.327,10.813
"Gng12","G protein subunit gamma 12",0.59,0.393,6.448,6,6.427,6.838,5.855,6.654,6.497,6.868
"Gng2","G protein subunit gamma 2",-0.715,0.572,2.368,2.933,3.157,1.992,2.531,1.463,2.308,2.189
"Gng5","G protein subunit gamma 5",-0.891,0.382,7.914,8.266,8.339,8.103,7.935,7.759,7.79,7.209
"Gng7","G protein subunit gamma 7",0.97,0.927,0.945,0,0.157,0.562,0.178,2.137,1.625,1.958
"Gngt2","G protein subunit gamma transducin 2",-0.866,0.841,7.57,7.98,8.452,8.589,7.572,7.058,7.103,6.238
"Gnl1","G protein nucleolar 1 (putative)",0.896,0.669,3.494,3.022,3.041,2.614,3.293,3.894,4.294,4.297
"Gnl2","G protein nucleolar 2",0.556,0.76,3.062,3.051,2.423,3.329,2.266,2.592,3.262,4.507
"Gnl3","G protein nucleolar 3",-0.325,0.406,2.949,2.721,3.674,2.726,3.057,2.374,3.02,3.069
"Gnl3l","G protein nucleolar 3 like",0.863,0.333,4.284,3.759,4.161,4.235,4.122,4.316,4.739,4.657
"Gnpat","glyceronephosphate O-acyltransferase",-0.13,0.252,6.361,6.11,6.673,6.581,6.148,6.481,6.485,6.052
"Gnpda1","glucosamine-6-phosphate deaminase 1",0.306,0.485,3.087,3.277,3.484,2.455,2.365,3.336,3.127,3.569
"Gnpda2","glucosamine-6-phosphate deaminase 2",0.305,0.234,7.517,7.237,7.584,7.656,7.36,7.509,7.93,7.341
"Gnpnat1","glucosamine-phosphate N-acetyltransferase 1",-0.785,0.605,5.053,5.215,5.735,5.825,4.94,5.01,4.44,4.204
"Gnptab","N-acetylglucosamine-1-phosphate transferase subuni",-0.1,0.404,2.926,2.59,3.212,3.38,2.705,2.497,3.446,2.653
"Gnptg","N-acetylglucosamine-1-phosphate transferase subuni",0.23,0.334,4.835,4.924,4.9,5.02,4.154,4.776,5.23,4.845
"Gns","glucosamine (N-acetyl)-6-sulfatase",0.933,0.932,4.674,4.107,3.968,3.886,3.881,5.168,5.608,6.097
"Golga1","golgin A1",0.243,0.255,3.137,2.903,3.473,3.211,2.705,3.151,3.262,3.257
"Golga2","golgin A2",0.43,0.718,3.435,2.084,3.907,3.865,3.13,3.431,3.32,4.304
"Golga3","golgin A3",-0.75,0.669,3.471,3.877,3.823,4.55,3.377,3.112,2.52,3.039
"Golga4","golgin A4",-0.232,0.812,0.851,0,1.338,1.355,1.433,1.829,0,0
"Golga5","golgin A5",0.211,0.236,3.735,3.836,3.642,3.793,3.558,3.57,3.546,4.203
"Golga7","golgin A7",-0.77,0.336,7.686,7.743,8.048,8.172,7.62,7.565,7.451,7.206
"Golgb1","golgin B1",-0.767,0.466,4.189,4.494,4.708,4.72,3.887,4.125,3.875,3.51
"Golim4","golgi integral membrane protein 4",0.235,0.637,3.973,3.022,4.703,4.433,3.254,3.894,4.485,4.019
"Golm1","golgi membrane protein 1",0.409,0.937,2.468,1.145,3.58,2.564,1.202,2.8,3.033,2.953
"Golph3","golgi phosphoprotein 3",0.446,0.634,4.282,3.975,4.878,3.413,3.684,4.789,4.19,5.045
"Golph3l","golgi phosphoprotein 3 like",0.417,0.291,5.503,5.281,5.43,5.907,5.041,5.555,5.775,5.532
"Golt1b","golgi transport 1B",-0.637,0.438,5.707,5.767,6.044,6.382,5.57,5.278,5.806,5.104
"Gon4l","gon-4 like",0.023,0.293,4.001,3.898,4.426,3.854,3.691,4.28,3.686,4.172
"Gopc","golgi associated PDZ and coiled-coil motif contain",0.207,0.44,3.886,3.71,3.771,3.673,4.191,4.25,3.158,4.448
"Gorab","golgin, RAB6 interacting",0.34,0.376,3.723,3.606,4.084,3.46,3.108,4.202,3.888,3.714
"Gorasp1","golgi reassembly stacking protein 1",0.218,0.47,3.81,3.535,4.329,4.044,2.894,3.904,3.888,4.078
"Gorasp2","golgi reassembly stacking protein 2",0.796,0.284,6.791,6.455,6.754,6.633,6.538,7.271,6.989,6.896
"Gosr1","golgi SNAP receptor complex member 1",0.447,0.388,4.547,4.27,4.63,4.409,4.381,4.068,4.851,5.22
"Gosr2","golgi SNAP receptor complex member 2",0.276,0.318,6.723,6.354,7.141,6.798,6.273,6.843,6.662,6.989
"Got1","glutamic-oxaloacetic transaminase 1",0.349,0.547,3.49,3.26,3.851,3.742,2.38,3.784,3.446,3.966
"Got2","glutamic-oxaloacetic transaminase 2",0.812,0.648,5.787,4.929,5.83,5.574,5.162,6.001,6.146,6.869
"Gp1ba","glycoprotein Ib platelet subunit alpha",0.527,0.552,0.429,0,0,0,0.729,1.153,1.119,0
"Gp1bb","glycoprotein Ib platelet subunit beta",0.312,0.355,1.056,1.199,0.756,1.072,0.729,1.484,1.497,0.657
"Gpaa1","glycosylphosphatidylinositol anchor attachment 1",0.921,0.567,5.497,4.975,5.29,5.061,4.918,5.868,6.13,6.24
"Gpalpp1","GPALPP motifs containing 1",0.172,0.507,5.079,4.961,5.02,5.854,4.207,5.225,5.401,4.887
"Gpank1","G-patch domain and ankyrin repeats 1",-0.622,0.374,5.247,5.482,5.617,5.519,4.982,5.447,5.102,4.584
"Gpatch1","G-patch domain containing 1",0.764,0.862,2.18,0.856,2.26,2.266,1.29,3.083,2.295,3.213
"Gpatch11","G-patch domain containing 11",0.327,0.527,3.26,3.347,2.401,3.98,2.968,3.009,3.757,3.356
"Gpatch2","G-patch domain containing 2",-0.57,0.239,3.656,3.976,3.732,3.934,3.369,3.519,3.639,3.422
"Gpatch2l","G-patch domain containing 2 like",0.882,1.156,1.226,0,0,1.902,0,2.091,2.177,2.411
"Gpatch3","G-patch domain containing 3",0.318,0.588,3.234,2.737,4.004,2.748,2.615,3.129,3.986,3.422
"Gpatch4","G-patch domain containing 4",0.558,0.454,1.842,1.908,1.562,1.706,1.29,2.592,1.562,2.277
"Gpatch8","G-patch domain containing 8",0.671,0.747,3.709,2.51,4.25,3.128,3.274,3.983,4.275,4.543
"Gpbp1","GC-rich promoter binding protein 1",0.114,0.387,5.646,5.441,6.11,5.891,4.902,5.773,5.65,5.755
"Gpbp1l1","GC-rich promoter binding protein 1 like 1",0.121,0.36,4.438,4.623,4.265,4.282,4.307,4.582,5.071,3.938
"Gpc2","glypican 2",-0.439,0.743,1.205,1.908,1.193,2.205,0.729,0,0.935,1.464
"Gpc3","glypican 3",0.743,0.934,1.051,0.856,0.756,0,0.178,1.727,1.119,2.718
"Gpc4","glypican 4",0.731,0.629,4.786,4.604,4.708,3.968,4.187,4.858,5.68,5.494
"Gpcpd1","glycerophosphocholine phosphodiesterase 1",-0.572,0.531,5.015,4.81,5.862,5.482,4.896,4.264,5.129,4.663
"Gpd1l","glycerol-3-phosphate dehydrogenase 1 like",0.304,0.344,5.626,5.136,5.74,5.789,5.501,5.777,6.151,5.285
"Gper1","G protein-coupled estrogen receptor 1",0.947,0.66,4.033,3.185,3.642,3.934,3.405,4.767,4.516,4.784
"Gphn","gephyrin",0.799,0.501,4.01,3.422,3.951,3.791,3.488,4.575,4.721,4.123
"Gpi1",NA,0.836,0.571,6.972,6.655,6.804,6.647,6.161,7.287,7.38,7.867
"Gpihbp1","glycosylphosphatidylinositol anchored high density",-0.42,0.147,11.98,12.219,11.979,12.111,11.786,11.866,11.913,11.985
"Gpkow","G-patch domain and KOW motifs",0.11,0.354,5.119,5.123,5.4,5.333,4.452,4.943,5.074,5.509
"Gpm6a","glycoprotein M6A",0.096,0.448,3.574,3.699,3.315,4.21,3.04,3.06,3.95,3.745
"Gpm6b","glycoprotein M6B",-0.075,0.447,2.641,2.468,3.348,2.116,2.583,2.181,3.052,2.739
"Gpn1","GPN-loop GTPase 1",0.194,0.419,5.047,4.489,5.426,5.398,4.648,4.78,5.539,5.048
"Gpn2","GPN-loop GTPase 2",0.028,0.216,3.762,3.9,3.719,3.805,3.525,4.158,3.609,3.615
"Gpn3","GPN-loop GTPase 3",-0.318,0.317,4.584,4.615,4.816,5.044,4.147,4.478,4.736,4.251
"Gpr107","G protein-coupled receptor 107",0.213,0.36,5.567,5.29,5.963,5.801,4.926,5.555,5.585,5.846
"Gpr108","G protein-coupled receptor 108",0.805,0.781,4.517,3.769,4.613,3.503,3.941,5.385,5.084,5.326
"Gpr137","G protein-coupled receptor 137",-0.609,0.35,3.09,3.394,3.735,2.779,2.936,3.01,2.787,2.989
"Gpr137b","G protein-coupled receptor 137B",0.841,0.611,5.256,5.192,4.565,5.035,4.584,5.345,5.912,6.16
"Gpr146","G protein-coupled receptor 146",0.793,0.287,7.952,7.579,7.897,8.008,7.582,8.205,8.316,8.079
"Gpr155","G protein-coupled receptor 155",0.655,0.421,2.538,2.19,2.392,2.402,2.305,2.265,3.357,2.859
"Gpr157","G protein-coupled receptor 157",0.122,0.49,3.166,3.329,3.207,3.594,2.292,2.75,3.688,3.302
"Gpr160","G protein-coupled receptor 160",0.66,0.608,4.017,3.465,4.258,3.957,2.969,4.274,4.671,4.526
"Gpr161","G protein-coupled receptor 161",-0.013,0.74,0.671,0,1.024,1.903,0,0,1.203,0.567
"Gpr176","G protein-coupled receptor 176",0.691,0.656,0.422,0.217,0,0,0,1.238,0,1.5
"Gpr180","G protein-coupled receptor 180",-0.514,0.356,6.142,6.377,6.23,6.551,5.932,6.277,6.169,5.46
"Gpr182","G protein-coupled receptor 182",0.463,0.623,3.896,2.629,4.124,4.483,3.674,4.081,3.893,4.388
"Gpr19","G protein-coupled receptor 19",0.261,0.706,1.445,1.635,1.296,0,1.994,1.649,2.15,1.391
"Gpr20","G protein-coupled receptor 20",0.021,0.731,1.569,0.405,2.327,2.116,1.571,1.997,0.723,1.847
"Gpr21","G protein-coupled receptor 21",-0.076,0.936,2.724,1.297,3.427,4,2.645,3.376,2.295,2.028
"Gpr22","G protein-coupled receptor 22",-0.706,0.716,0.925,0.823,2.208,1.527,0.719,0.121,0.723,0.354
"Gpr34","G protein-coupled receptor 34",-0.653,0.702,1.907,2.903,2.57,1.652,1.633,1.153,2.332,1.107
"Gpr35","G protein-coupled receptor 35",0.341,0.494,1.09,0.224,1.121,1.778,0.877,1.176,1.5,0.954
"Gpr4","G protein-coupled receptor 4",0.431,0.301,6.368,6.394,6.53,5.911,6.013,6.725,6.601,6.399
"Gpr82","G protein-coupled receptor 82",-0.403,0.618,0.729,0.571,0.756,1.856,0.729,1.062,0,0.133
"Gpr89",NA,0.452,0.324,4.53,4.092,4.504,4.862,4.282,4.372,5.016,4.584
"Gprasp1","G protein-coupled receptor associated sorting prot",-0.309,0.262,3.289,3.538,3.608,3.279,2.843,3.407,3.107,3.244
"Gprc5a","G protein-coupled receptor class C group 5 member ",0.401,0.816,2.838,2.806,2.848,3.363,1.126,2.885,3.654,3.183
"Gprc5b","G protein-coupled receptor class C group 5 member ",0.373,0.481,4.552,4.124,4.64,5.063,3.79,4.717,5.112,4.421
"Gprc5c","G protein-coupled receptor class C group 5 member ",0.461,1.025,2.258,2.533,2.114,0.969,1.712,1.396,3.208,3.871
"Gprin3","GPRIN family member 3",0.161,0.737,2.428,2.51,3.021,2.614,0.839,2.963,2.664,2.388
"Gps1","G protein pathway suppressor 1",0.863,0.314,6.723,6.413,6.635,6.68,6.261,7.014,7.024,7.035
"Gps2","G protein pathway suppressor 2",0.84,0.476,4.698,4.246,4.548,4.72,3.962,5.048,5.197,5.167
"Gpsm1","G protein signaling modulator 1",0.46,0.766,2.215,1.844,2.98,1.051,1.437,2.592,2.884,2.718
"Gpsm2","G protein signaling modulator 2",0.134,0.615,1.012,0.866,1.724,0.881,0.178,0.348,1.44,1.648
"Gpsm3","G protein signaling modulator 3",0.772,0.629,1.171,0.856,0.427,0.308,1.571,1.562,1.625,1.847
"Gpt2","glutamic--pyruvic transaminase 2",-0.333,0.598,1.178,1.2,2.135,1.455,0.479,0.493,0.935,1.548
"Gpx1","glutathione peroxidase 1",-0.912,0.697,9.905,10.378,10.415,10.608,10.274,9.41,9.532,8.714
"Gpx3","glutathione peroxidase 3",0.809,1.339,4.42,4.221,3.265,2.916,3.71,5.221,4.764,6.842
"Gpx7","glutathione peroxidase 7",-0.604,0.243,5.389,5.499,5.716,5.652,5.103,5.389,5.181,5.182
"Gpx8","glutathione peroxidase 8 (putative)",-0.863,0.7,2.234,2.641,2.969,3.159,2.168,1.406,1.652,1.64
"Gramd1a","GRAM domain containing 1A",0.551,0.951,3.002,1.991,2.897,4.08,1.466,3.684,3.408,3.492
"Gramd1b","GRAM domain containing 1B",-0.083,0.544,1.143,1.598,0.788,1.162,1.03,1.153,1.982,0.29
"Gramd4","GRAM domain containing 4",-0.642,0.863,1.728,2.24,2.483,2.301,1.693,0,2.089,1.289
"Grap","GRB2 related adaptor protein",0.843,0.459,7.076,6.655,6.984,6.929,6.409,7.481,7.639,7.437
"Grasp",NA,0.149,0.492,4.692,5.357,4.587,4.5,3.858,5.045,4.487,5.011
"Grb10","growth factor receptor bound protein 10",0.188,0.336,5.954,5.673,6.437,5.959,5.41,6.094,6.177,5.925
"Grb14","growth factor receptor bound protein 14",-0.136,0.788,1.326,0,2.189,1.903,1.693,1.727,1.203,0.567
"Grb2","growth factor receptor bound protein 2",0.413,0.374,4.655,4.604,4.497,4.688,4.207,5.189,5.102,4.297
"Grb7","growth factor receptor bound protein 7",-0.116,0.559,0.767,0,0.851,1.415,1.21,0.86,1.03,0
"Grcc10",NA,-0.37,0.271,7.731,7.848,7.907,7.898,7.486,7.843,7.913,7.219
"Greb1l","GREB1 like retinoic acid receptor coactivator",-0.58,0.403,0.669,0.571,1.178,1.131,0.609,0,0.723,0.47
"Grhpr","glyoxylate and hydroxypyruvate reductase",0.625,0.513,4.499,4.387,4.25,4.182,3.95,5.077,5.352,4.297
"Gria3","glutamate ionotropic receptor AMPA type subunit 3",-0.378,0.474,0.769,0.857,1.583,0.185,0.729,0.749,1.03,0.254
"Grik3","glutamate ionotropic receptor kainate type subunit",-0.438,0.285,0.809,0.665,1.105,1.322,0.613,0.643,0.609,0.71
"Grina","glutamate ionotropic receptor NMDA type subunit as",0.892,0.555,6.974,6.496,6.817,6.649,6.274,7.419,7.397,7.765
"Grip2","glutamate receptor interacting protein 2",-0.15,0.43,1.867,1.9,1.595,2.027,2.141,2.29,2.09,1.027
"Gripap1","GRIP1 associated protein 1",0.797,0.45,3.01,2.336,2.597,3.295,2.869,3.337,3.006,3.627
"Grk1","G protein-coupled receptor kinase 1",0.653,0.361,0.93,0.617,0.517,0.911,0.938,1.287,1.515,0.721
"Grk4","G protein-coupled receptor kinase 4",-0.209,0.212,2.29,2.392,2.543,2.307,1.932,2.473,2.276,2.106
"Grk5","G protein-coupled receptor kinase 5",-0.223,0.391,4.387,4.221,4.841,4.839,3.848,4.49,4.491,3.979
"Grn","granulin precursor",0.819,0.575,7.927,7.523,7.919,7.415,7.215,8.255,8.371,8.792
"Grpel1","GrpE like 1, mitochondrial",-0.678,0.36,7.027,7.358,7.029,7.392,7.1,6.87,7.12,6.321
"Grpel2","GrpE like 2, mitochondrial",0.634,0.547,3.58,2.6,3.071,4.143,3.701,3.983,3.775,3.788
"Grrp1",NA,0.847,0.446,5.66,5.176,5.487,5.742,5.058,6.005,5.865,6.29
"Grsf1","G-rich RNA sequence binding factor 1",0.5,0.442,4.49,3.901,4.968,4.191,4.043,4.981,4.679,4.663
"Grwd1","glutamate rich WD repeat containing 1",0.624,0.527,2.925,1.831,3.074,2.669,3.147,3.309,3.301,3.141
"Gsap","gamma-secretase activating protein",-0.412,0.969,1.76,1.876,2.784,1.356,2.079,2.804,0,1.422
"Gsdmd","gasdermin D",0.589,0.235,5.23,4.945,5.397,5.163,4.908,5.533,5.31,5.354
"Gse1","Gse1 coiled-coil protein",0.417,0.857,2.6,2.877,2.342,2.823,0.887,3.36,3.428,2.48
"Gsk3a","glycogen synthase kinase 3 alpha",0.93,0.269,1.517,1.199,1.383,1.417,1.29,1.739,1.644,1.949
"Gsk3b","glycogen synthase kinase 3 beta",-0.121,0.349,5.643,5.358,5.954,6.177,5.244,5.842,5.427,5.501
"Gskip","GSK3B interacting protein",-0.671,0.368,7.128,7.101,7.698,7.32,7.099,6.973,7.223,6.483
"Gsn","gelsolin",0.133,1.479,3.434,3.875,4.267,1.213,3.456,2.626,2.697,5.904
"Gspt1","G1 to S phase transition 1",-0.334,0.445,4.394,4.126,5.059,4.908,3.931,4.096,4.536,4.1
"Gsr","glutathione-disulfide reductase",0.607,0.463,5.843,5.054,6.171,5.709,5.467,6.279,6.289,5.932
"Gss","glutathione synthetase",0.06,0.474,4.274,3.803,5.008,4.54,3.574,4.344,4.236,4.413
"Gsta4","glutathione S-transferase alpha 4",0.511,0.632,1.663,2.24,1.318,0.778,0.941,2.181,2.089,2.095
"Gstcd","glutathione S-transferase C-terminal domain contai",-0.487,0.498,1.394,1.778,2.036,1.28,0.941,1.785,1.282,0.657
"Gstk1","glutathione S-transferase kappa 1",0.729,0.55,5.458,5.221,5.125,5.601,4.544,5.668,6.253,5.794
"Gstm1","glutathione S-transferase mu 1",0.891,0.714,8.881,8.541,8.489,8.208,8.122,9.377,9.457,9.97
"Gstm2","glutathione S-transferase mu 2",0.876,0.419,7.913,7.469,7.859,7.689,7.381,8.322,8.34,8.329
"Gstm4","glutathione S-transferase mu 4",0.076,0.238,2.781,2.59,3.061,2.402,2.92,2.859,2.982,2.653
"Gstm5","glutathione S-transferase mu 5",-0.195,0.436,3.285,3.624,3.792,3.312,2.516,3.01,3.16,3.58
"Gstm6",NA,0.439,0.407,0.776,0.405,0.654,0.162,1.29,1.062,1.119,0.743
"Gstm7",NA,0.617,0.543,3.275,3.377,2.959,2.961,2.485,4.091,3.796,3.257
"Gsto1","glutathione S-transferase omega 1",-0.423,0.761,2.221,2.335,2.727,3.378,1.554,1.186,2.599,1.768
"Gstp1","glutathione S-transferase pi 1",0.907,0.296,8.051,7.938,7.715,7.976,7.689,8.368,8.353,8.317
"Gstp2",NA,0.891,0.538,2.859,2.248,2.303,2.987,2.499,3.487,2.918,3.573
"Gstt1","glutathione S-transferase theta 1",0.904,0.737,5.894,5.136,5.545,5.792,4.915,6.641,6.626,6.6
"Gstt2","glutathione S-transferase theta 2 (gene/pseudogene",0.779,0.422,6.944,6.593,6.864,6.91,6.271,7.294,7.499,7.173
"Gstt3",NA,0.949,0.674,6.847,6.307,6.382,6.533,6.074,7.368,7.564,7.706
"Gstz1","glutathione S-transferase zeta 1",0.307,0.363,3.881,3.376,4.122,4.285,3.419,4.167,3.796,3.999
"Gtdc1","glycosyltransferase like domain containing 1",-0.508,0.227,4.15,4.359,4.417,4.177,3.881,4.214,4.192,3.809
"Gtf2a1l","general transcription factor IIA subunit 1 like",-0.039,0.427,5.198,4.909,5.566,5.704,4.607,5.361,5.461,4.779
"Gtf2a2","general transcription factor IIA subunit 2",-0.833,0.61,7.112,7.521,7.638,7.695,7.162,6.657,7.11,6
"Gtf2b","general transcription factor IIB",0.254,0.407,5.787,5.435,5.951,6.308,5.114,5.986,6.047,5.67
"Gtf2e1","general transcription factor IIE subunit 1",-0.622,0.811,4.216,3.915,5.356,5.416,3.875,3.804,3.562,3.581
"Gtf2e2","general transcription factor IIE subunit 2",-0.323,0.386,5.287,5.472,5.234,6.019,4.877,5.371,4.994,5.046
"Gtf2f1","general transcription factor IIF subunit 1",0.558,0.852,3.218,3.506,3.194,2.155,2.143,3.106,4.143,4.276
"Gtf2f2","general transcription factor IIF subunit 2",0.143,0.213,4.541,4.353,4.702,4.647,4.426,4.314,4.449,4.896
"Gtf2h1","general transcription factor IIH subunit 1",0.672,0.538,3.506,2.993,3.816,3.166,2.762,3.881,3.684,4.24
"Gtf2h2","general transcription factor IIH subunit 2",-0.524,0.294,4.32,4.325,4.624,4.794,4.025,4.205,4.261,4.006
"Gtf2h3","general transcription factor IIH subunit 3",-0.128,0.261,3.679,3.506,3.793,3.83,3.71,3.431,4.111,3.369
"Gtf2h4","general transcription factor IIH subunit 4",-0.093,0.311,4.294,4.258,4.562,4.654,3.725,4.314,4.431,4.111
"Gtf2h5","general transcription factor IIH subunit 5",-0.77,0.52,5.953,6.393,6.36,6.349,5.897,5.506,6.143,5.02
"Gtf2i","general transcription factor IIi",0.818,0.289,5.773,5.554,5.771,5.45,5.488,6.035,5.913,6.197
"Gtf2ird1","GTF2I repeat domain containing 1",0.248,0.742,1.554,1.564,2.431,0.789,0.478,1.615,1.556,2.442
"Gtf2ird2","GTF2I repeat domain containing 2",0.489,0.529,1.468,1.104,0.946,1.157,1.827,2.344,1.823,1.079
"Gtf3a","general transcription factor IIIA",-0.31,0.152,5.774,5.963,5.765,5.724,5.746,5.613,5.993,5.614
"Gtf3c1","general transcription factor IIIC subunit 1",0.224,0.943,3.272,3.988,2.835,2.591,2.806,4.416,1.993,4.277
"Gtf3c3","general transcription factor IIIC subunit 3",-0.27,0.384,4.697,4.364,5.238,5.066,4.444,4.391,4.994,4.38
"Gtf3c4","general transcription factor IIIC subunit 4",0.396,0.604,2.807,3.377,1.995,3.128,1.96,3.083,2.751,3.356
"Gtf3c5","general transcription factor IIIC subunit 5",0.281,0.476,4.929,4.42,5.435,5.24,4.134,4.95,5.227,5.096
"Gtf3c6","general transcription factor IIIC subunit 6",0.078,0.512,3.111,2.63,2.851,3.72,3.285,3,3.799,2.49
"Gtpbp1","GTP binding protein 1",0.845,0.523,4.927,4.494,4.858,4.537,4.335,5.066,5.503,5.697
"Gtpbp10","GTP binding protein 10",-0.01,0.844,3.707,3.285,4.508,4.591,2.297,3.854,4.283,3.131
"Gtpbp2","GTP binding protein 2",0.074,0.331,3.851,3.567,4.359,3.877,3.407,4.18,3.742,3.826
"Gtpbp4","GTP binding protein 4",0.602,0.262,5.31,5.191,5.387,5.08,4.996,5.24,5.739,5.539
"Gtpbp6","GTP binding protein 6 (putative)",0.164,0.332,3.705,3.635,3.933,3.536,3.346,4.173,3.99,3.32
"Gtpbp8","GTP binding protein 8 (putative)",-0.084,0.44,4.777,4.394,5.171,5.322,4.318,4.814,5.125,4.296
"Guca2b","guanylate cyclase activator 2B",0.651,0.837,1.111,0,0.884,1.68,0.178,1.748,2.256,1.033
"Gucd1","guanylyl cyclase domain containing 1",0.305,0.461,4.121,4.202,3.507,4.71,3.751,3.83,4.69,4.158
"Gucy1a2","guanylate cyclase 1 soluble subunit alpha 2",-0.182,0.538,0.541,1.199,0.629,0.372,0,1.319,0,0.27
"Gucy2d","guanylate cyclase 2D, retinal",0.011,0.751,1.927,1.199,3.132,1.415,1.806,1.153,2.604,2.179
"Guf1","GUF1 homolog, GTPase",0.126,0.528,3.99,3.237,4.206,4.776,3.702,3.691,4.485,3.833
"Guk1","guanylate kinase 1",-0.763,0.653,6.817,7.117,7.466,7.587,6.618,6.558,6.715,5.66
"Gulo",NA,0.52,0.996,0.788,0,0,0.562,1.036,2.746,0,1.17
"Gulp1","GULP PTB domain containing engulfment adaptor 1",0.161,0.263,6.085,5.902,6.221,6.083,5.935,6.079,6.588,5.788
"Gusb","glucuronidase beta",0.607,0.369,5.949,5.569,6.139,6.013,5.298,6.176,6.162,6.286
"Gvin1",NA,0.401,0.362,6.679,6.655,6.27,6.334,7.043,7.079,6.362,7.007
"Gxylt1","glucoside xylosyltransferase 1",0.001,0.297,3.397,3.015,3.768,3.491,3.274,3.36,3.763,3.105
"Gxylt2","glucoside xylosyltransferase 2",-0.411,0.321,0.824,0.682,0.812,1.107,1.322,0.391,0.548,0.902
